Data collector,Author,Year,Journal,Vol.p.p,Species,Native,Sample size,Fitness measure,Trait,Selection differential (s),s standard error ,s significance,Selection gradient (B),B standard error,B significance
JAL,Caruso et al ,2010,International J Plant Sciences,171:1020-1028,Lobelia siphilitica,yes,44,seeds per fruit,Flower color chroma,,,,0,0.085,ns
JAL,Caruso et al ,2010,International J Plant Sciences,171:1020-1028,Lobelia siphilitica,yes,44,seeds per fruit,Flower color hue,,,,0.08,0.086,ns
JAL,Caruso et al ,2010,International J Plant Sciences,171:1020-1028,Lobelia siphilitica,yes,32,seeds per fruit,Flower color chroma,,,,0.12,0.103,ns
JAL,Caruso et al ,2010,International J Plant Sciences,171:1020-1028,Lobelia siphilitica,yes,44,seeds per fruit,Flower color brightness,,,,0.29,0.086,sig
KingsolverDiamond,Caruso et al.,2003,American Journal of Botany,90(9):1333-1340,Lobelia siphilitica,yes,NA,number of fruits per plant,corolla lobe length,,,,-0.05,0.02,
KingsolverDiamond,Caruso et al.,2003,American Journal of Botany,90(9):1333-1340,Lobelia siphilitica,yes,NA,number of fruits per plant,corolla lobe width,,,,-0.02,0.02,
KingsolverDiamond,Caruso et al.,2003,American Journal of Botany,90(9):1333-1340,Lobelia siphilitica,yes,NA,number of fruits per plant,stigma-nectary distance,,,,-0.02,0.04,
KingsolverDiamond,Caruso et al.,2003,American Journal of Botany,90(9):1333-1340,Lobelia siphilitica,yes,NA,number of fruits per plant,corolla lobe width,,,,-0.01,0.04,
KingsolverDiamond,Caruso et al.,2003,American Journal of Botany,90(9):1333-1340,Lobelia siphilitica,yes,NA,number of fruits per plant,corolla tube length,,,,-0.01,0.02,
KingsolverDiamond,Caruso et al.,2003,American Journal of Botany,90(9):1333-1340,Lobelia cardinalis,yes,NA,number of fruits per plant,corolla lobe length,,,,0.01,0.03,
KingsolverDiamond,Caruso et al.,2003,American Journal of Botany,90(9):1333-1340,Lobelia cardinalis,yes,NA,number of fruits per plant,corolla tube length,,,,0.01,0.03,
KingsolverDiamond,Caruso et al.,2003,American Journal of Botany,90(9):1333-1340,Lobelia siphilitica,yes,NA,number of fruits per plant,stigma-nectary distance,,,,0.03,0.02,
KingsolverDiamond,Caruso et al.,2003,American Journal of Botany,90(9):1333-1340,Lobelia siphilitica,yes,NA,number of fruits per plant,corolla tube length,,,,0.06,0.03,
KingsolverDiamond,Caruso et al.,2003,American Journal of Botany,90(9):1333-1340,Lobelia siphilitica,yes,NA,number of fruits per plant,stigma-nectary distance,,,,0.07,0.03,
KingsolverDiamond,Caruso et al.,2003,American Journal of Botany,90(9):1333-1340,Lobelia siphilitica,yes,NA,number of fruits per plant,corolla lobe width,,,,0.07,0.05,
KingsolverDiamond,Caruso et al.,2003,American Journal of Botany,90(9):1333-1340,Lobelia siphilitica,yes,NA,number of fruits per plant,corolla lobe length,,,,0.08,0.03,
KingsolverDiamond,Caruso et al.,2003,American Journal of Botany,90(9):1333-1340,Lobelia siphilitica,yes,NA,number of fruits per plant,corolla lobe width,,,,0.08,0.03,
KingsolverDiamond,Caruso et al.,2003,American Journal of Botany,90(9):1333-1340,Lobelia cardinalis,yes,NA,number of fruits per plant,corolla tube length,,,,0.1,0.05,
KingsolverDiamond,Caruso et al.,2003,American Journal of Botany,90(9):1333-1340,Lobelia siphilitica,yes,NA,number of fruits per plant,corolla lobe length,,,,0.1,0.05,
KingsolverDiamond,Caruso et al.,2003,American Journal of Botany,90(9):1333-1340,Lobelia siphilitica,yes,NA,number of fruits per plant,stigma-nectary distance,,,,0.11,0.05,
KingsolverDiamond,Caruso et al.,2003,American Journal of Botany,90(9):1333-1340,Lobelia siphilitica,yes,NA,number of fruits per plant,corolla tube length,,,,0.14,0.05,
KingsolverDiamond,Caruso et al.,2003,American Journal of Botany,90(9):1333-1340,Lobelia cardinalis,yes,NA,number of fruits per plant,corolla lobe length,,,,0.15,0.05,
KingsolverDiamond,Caruso et al.,2003,American Journal of Botany,90(9):1333-1340,Lobelia siphilitica,yes,NA,number of fruits per plant,flower number,0.46,0.05,sig,,,
KingsolverDiamond,Caruso et al.,2003,American Journal of Botany,90(9):1333-1340,Lobelia cardinalis,yes,NA,number of fruits per plant,flower number,0.6,0.03,sig,,,
KingsolverDiamond,Caruso et al.,2003,American Journal of Botany,90(9):1333-1340,Lobelia siphilitica,yes,NA,number of fruits per plant,flower number,0.6,0.03,sig,,,
KingsolverDiamond,Caruso et al.,2003,American Journal of Botany,90(9):1333-1340,Lobelia siphilitica,yes,NA,number of fruits per plant,flower number,0.64,0.02,sig,,,
KingsolverDiamond,Caruso et al.,2003,American Journal of Botany,90(9):1333-1340,Lobelia siphilitica,yes,NA,number of fruits per plant,flower number,0.95,0.04,sig,,,
KingsolverDiamond,Caruso et al.,2003,American Journal of Botany,90(9):1333-1340,Lobelia cardinalis,yes,NA,number of fruits per plant,flower number,1.1,0.05,sig,,,
KingsolverDiamond,Caruso et al.,2003,American Journal of Botany,90(9):1333-1340,Lobelia siphilitica,yes,NA,number of fruits per plant,corolla lobe length,,,,,0.04,
KingsolverDiamond,Caruso et al.,2003,American Journal of Botany,90(9):1333-1340,Lobelia siphilitica,yes,NA,number of fruits per plant,corolla tube length,,,,,0.04,
KingsolverDiamond,Chaine and Lyon,2008,Science,319(5862):459-462,Calamospiza melanocorys,yes,NA,male reproductive success (number of sired within and extra-pair chicks that fledged),wing patch size,,,,-0.51,,
KingsolverDiamond,Chaine and Lyon,2008,Science,319(5862):459-462,Calamospiza melanocorys,yes,NA,male reproductive success (number of sired within and extra-pair chicks that fledged),percent black body feathers,,,,-0.37,,
KingsolverDiamond,Chaine and Lyon,2008,Science,319(5862):459-462,Calamospiza melanocorys,yes,NA,male reproductive success (number of sired within and extra-pair chicks that fledged),residual mass,,,,-0.3,,
KingsolverDiamond,Chaine and Lyon,2008,Science,319(5862):459-462,Calamospiza melanocorys,yes,103,male reproductive success (number of sired within and extra-pair chicks that fledged),residual mass,,,,-0.21,,
KingsolverDiamond,Chaine and Lyon,2008,Science,319(5862):459-462,Calamospiza melanocorys,yes,NA,male reproductive success (number of sired within and extra-pair chicks that fledged),residual mass,,,,-0.18,,
KingsolverDiamond,Chaine and Lyon,2008,Science,319(5862):459-462,Calamospiza melanocorys,yes,103,male reproductive success (number of sired within and extra-pair chicks that fledged),rank color,,,,-0.17,,
KingsolverDiamond,Chaine and Lyon,2008,Science,319(5862):459-462,Calamospiza melanocorys,yes,NA,male reproductive success (number of sired within and extra-pair chicks that fledged),residual mass,,,,-0.13,,
KingsolverDiamond,Chaine and Lyon,2008,Science,319(5862):459-462,Calamospiza melanocorys,yes,NA,male reproductive success (number of sired within and extra-pair chicks that fledged),body size,,,,-0.12,,
KingsolverDiamond,Chaine and Lyon,2008,Science,319(5862):459-462,Calamospiza melanocorys,yes,NA,male reproductive success (number of sired within and extra-pair chicks that fledged),rump percent black,,,,-0.11,,
KingsolverDiamond,Chaine and Lyon,2008,Science,319(5862):459-462,Calamospiza melanocorys,yes,NA,male reproductive success (number of sired within and extra-pair chicks that fledged),rank color,,,,-0.1,,
KingsolverDiamond,Chaine and Lyon,2008,Science,319(5862):459-462,Calamospiza melanocorys,yes,NA,male reproductive success (number of sired within and extra-pair chicks that fledged),wing patch size,,,,-0.08,,
KingsolverDiamond,Chaine and Lyon,2008,Science,319(5862):459-462,Calamospiza melanocorys,yes,NA,male reproductive success (number of sired within and extra-pair chicks that fledged),body size,,,,-0.06,,
KingsolverDiamond,Chaine and Lyon,2008,Science,319(5862):459-462,Calamospiza melanocorys,yes,NA,male reproductive success (number of sired within and extra-pair chicks that fledged),percent black body feathers,,,,-0.06,,
KingsolverDiamond,Chaine and Lyon,2008,Science,319(5862):459-462,Calamospiza melanocorys,yes,NA,male reproductive success (number of sired within and extra-pair chicks that fledged),wing patch size,,,,-0.06,,
KingsolverDiamond,Chaine and Lyon,2008,Science,319(5862):459-462,Calamospiza melanocorys,yes,NA,male reproductive success (number of sired within and extra-pair chicks that fledged),rank color,,,,-0.06,,
KingsolverDiamond,Chaine and Lyon,2008,Science,319(5862):459-462,Calamospiza melanocorys,yes,NA,male reproductive success (number of sired within and extra-pair chicks that fledged),residual mass,,,,-0.06,,
KingsolverDiamond,Chaine and Lyon,2008,Science,319(5862):459-462,Calamospiza melanocorys,yes,103,male reproductive success (number of sired within and extra-pair chicks that fledged),rump percent black,,,,-0.05,,
KingsolverDiamond,Chaine and Lyon,2008,Science,319(5862):459-462,Calamospiza melanocorys,yes,103,male reproductive success (number of sired within and extra-pair chicks that fledged),beak size,,,,0.01,,
KingsolverDiamond,Chaine and Lyon,2008,Science,319(5862):459-462,Calamospiza melanocorys,yes,NA,male reproductive success (number of sired within and extra-pair chicks that fledged),body size,,,,0.03,,
KingsolverDiamond,Chaine and Lyon,2008,Science,319(5862):459-462,Calamospiza melanocorys,yes,103,male reproductive success (number of sired within and extra-pair chicks that fledged),percent black body feathers,,,,0.05,,
KingsolverDiamond,Chaine and Lyon,2008,Science,319(5862):459-462,Calamospiza melanocorys,yes,NA,male reproductive success (number of sired within and extra-pair chicks that fledged),beak size,,,,0.05,,
KingsolverDiamond,Chaine and Lyon,2008,Science,319(5862):459-462,Calamospiza melanocorys,yes,NA,male reproductive success (number of sired within and extra-pair chicks that fledged),rump percent black,,,,0.06,,
KingsolverDiamond,Chaine and Lyon,2008,Science,319(5862):459-462,Calamospiza melanocorys,yes,NA,male reproductive success (number of sired within and extra-pair chicks that fledged),body size,,,,0.06,,
KingsolverDiamond,Chaine and Lyon,2008,Science,319(5862):459-462,Calamospiza melanocorys,yes,NA,male reproductive success (number of sired within and extra-pair chicks that fledged),wing patch size,,,,0.07,,
KingsolverDiamond,Chaine and Lyon,2008,Science,319(5862):459-462,Calamospiza melanocorys,yes,NA,male reproductive success (number of sired within and extra-pair chicks that fledged),beak size,,,,0.1,,
KingsolverDiamond,Chaine and Lyon,2008,Science,319(5862):459-462,Calamospiza melanocorys,yes,NA,male reproductive success (number of sired within and extra-pair chicks that fledged),rump percent black,,,,0.1,,
KingsolverDiamond,Chaine and Lyon,2008,Science,319(5862):459-462,Calamospiza melanocorys,yes,NA,male reproductive success (number of sired within and extra-pair chicks that fledged),percent black body feathers,,,,0.11,,
KingsolverDiamond,Chaine and Lyon,2008,Science,319(5862):459-462,Calamospiza melanocorys,yes,103,male reproductive success (number of sired within and extra-pair chicks that fledged),body size,,,,0.14,,
KingsolverDiamond,Chaine and Lyon,2008,Science,319(5862):459-462,Calamospiza melanocorys,yes,NA,male reproductive success (number of sired within and extra-pair chicks that fledged),rank color,,,,0.17,,
KingsolverDiamond,Chaine and Lyon,2008,Science,319(5862):459-462,Calamospiza melanocorys,yes,103,male reproductive success (number of sired within and extra-pair chicks that fledged),wing patch size,,,,0.23,,
KingsolverDiamond,Chaine and Lyon,2008,Science,319(5862):459-462,Calamospiza melanocorys,yes,NA,male reproductive success (number of sired within and extra-pair chicks that fledged),rump percent black,,,,0.26,,
KingsolverDiamond,Chaine and Lyon,2008,Science,319(5862):459-462,Calamospiza melanocorys,yes,NA,male reproductive success (number of sired within and extra-pair chicks that fledged),beak size,,,,0.28,,
KingsolverDiamond,Chaine and Lyon,2008,Science,319(5862):459-462,Calamospiza melanocorys,yes,NA,male reproductive success (number of sired within and extra-pair chicks that fledged),rank color,,,,0.47,,
KingsolverDiamond,Chaine and Lyon,2008,Science,319(5862):459-462,Calamospiza melanocorys,yes,NA,male reproductive success (number of sired within and extra-pair chicks that fledged),beak size,,,,0.58,,
KingsolverDiamond,Chaine and Lyon,2008,Science,319(5862):459-462,Calamospiza melanocorys,yes,NA,male reproductive success (number of sired within and extra-pair chicks that fledged),percent black body feathers,,,,,,
DJW,Charmantier et al,2004,JEB,17:732-743,Parus caeruleus,yes,1269,survival,Tarsus length (breeding values),-0.33,0.69,ns,-0.58,0.741,ns
DJW,Charmantier et al,2004,JEB,17:732-743,Parus caeruleus,yes,3043,survival,Tarsus length (breeding values),0.38,0.246,ns,0.59,0.277,ns
DJW,Charmantier et al,2004,JEB,17:732-743,Parus caeruleus,yes,1272,survival,Body mass (breeding values),0.25,0.347,ns,0.34,0.37,ns
DJW,Charmantier et al,2004,JEB,17:732-743,Parus caeruleus,yes,1594,survival,Tarsus length (breeding values),0.95,0.433,sig,1.18,0.484,sig
DJW,Charmantier et al,2004,JEB,17:732-743,Parus caeruleus,yes,3118,survival,Body mass (breeding values),0.4,0.134,sig,0.39,0.155,sig
DJW,Charmantier et al,2004,JEB,17:732-743,Parus caeruleus,yes,2020,survival,Body mass (breeding values),0.16,0.381,ns,-0.53,0.478,ns
DJW,Charmantier et al,2004,JEB,17:732-743,Parus caeruleus,yes,2020,survival,Body mass,0.31,0.099,sig,0.19,0.132,ns
DJW,Charmantier et al,2004,JEB,17:732-743,Parus caeruleus,yes,3046,survival,Tarsus length,0.21,0.067,sig,0,0.077,ns
DJW,Charmantier et al,2004,JEB,17:732-743,Parus caeruleus,yes,1272,survival,Body mass,0.04,0.133,ns,0.05,0.146,ns
DJW,Charmantier et al,2004,JEB,17:732-743,Parus caeruleus,yes,1277,survival,Tarsus length,,0.134,ns,-0.22,0.147,ns
DJW,Charmantier et al,2004,JEB,17:732-743,Parus caeruleus,yes,3118,survival,Body mass,0.42,0.065,sig,0.42,0.077,sig
DJW,Charmantier et al,2004,JEB,17:732-743,Parus caeruleus,yes,1598,survival,Tarsus length,0.27,0.111,sig,0.19,0.124,ns
KingsolverDiamond,Charmantier et al. ,2008,Science,320(5877):800-803,Parus major,yes,89,number of recruited offspring,laying date,0.02,0.14,ns,,,
KingsolverDiamond,Charmantier et al. ,2008,Science,320(5877):800-803,Parus major,yes,NA,number of recruited offspring,laying date,-0.03,0.17,ns,,,
KingsolverDiamond,Charmantier et al. ,2008,Science,320(5877):800-803,Parus major,yes,NA,number of recruited offspring,laying date,-0.05,0.07,ns,,,
KingsolverDiamond,Charmantier et al. ,2008,Science,320(5877):800-803,Parus major,yes,90,number of recruited offspring,laying date,-0.09,0.16,ns,,,
KingsolverDiamond,Charmantier et al. ,2008,Science,320(5877):800-803,Parus major,yes,NA,number of recruited offspring,laying date,-0.09,0.07,ns,,,
KingsolverDiamond,Charmantier et al. ,2008,Science,320(5877):800-803,Parus major,yes,NA,number of recruited offspring,laying date,0.09,0.09,ns,,,
KingsolverDiamond,Charmantier et al. ,2008,Science,320(5877):800-803,Parus major,yes,NA,number of recruited offspring,laying date,-0.1,0.08,ns,,,
KingsolverDiamond,Charmantier et al. ,2008,Science,320(5877):800-803,Parus major,yes,NA,number of recruited offspring,laying date,-0.1,0.07,ns,,,
KingsolverDiamond,Charmantier et al. ,2008,Science,320(5877):800-803,Parus major,yes,230,number of recruited offspring,laying date,-0.11,0.07,ns,,,
KingsolverDiamond,Charmantier et al. ,2008,Science,320(5877):800-803,Parus major,yes,NA,number of recruited offspring,laying date,-0.13,0.08,ns,,,
KingsolverDiamond,Charmantier et al. ,2008,Science,320(5877):800-803,Parus major,yes,NA,number of recruited offspring,laying date,-0.15,0.12,ns,,,
KingsolverDiamond,Charmantier et al. ,2008,Science,320(5877):800-803,Parus major,yes,NA,number of recruited offspring,laying date,-0.16,0.06,sig,,,
KingsolverDiamond,Charmantier et al. ,2008,Science,320(5877):800-803,Parus major,yes,289,number of recruited offspring,laying date,-0.16,0.09,ns,,,
KingsolverDiamond,Charmantier et al. ,2008,Science,320(5877):800-803,Parus major,yes,NA,number of recruited offspring,laying date,-0.16,0.08,sig,,,
KingsolverDiamond,Charmantier et al. ,2008,Science,320(5877):800-803,Parus major,yes,92,number of recruited offspring,laying date,-0.17,0.14,ns,,,
KingsolverDiamond,Charmantier et al. ,2008,Science,320(5877):800-803,Parus major,yes,NA,number of recruited offspring,laying date,-0.19,0.07,,,,
KingsolverDiamond,Charmantier et al. ,2008,Science,320(5877):800-803,Parus major,yes,NA,number of recruited offspring,laying date,-0.2,0.11,ns,,,
KingsolverDiamond,Charmantier et al. ,2008,Science,320(5877):800-803,Parus major,yes,178,number of recruited offspring,laying date,-0.21,0.07,,,,
KingsolverDiamond,Charmantier et al. ,2008,Science,320(5877):800-803,Parus major,yes,NA,number of recruited offspring,laying date,-0.23,0.2,ns,,,
KingsolverDiamond,Charmantier et al. ,2008,Science,320(5877):800-803,Parus major,yes,NA,number of recruited offspring,laying date,-0.24,0.08,,,,
KingsolverDiamond,Charmantier et al. ,2008,Science,320(5877):800-803,Parus major,yes,NA,number of recruited offspring,laying date,-0.26,0.11,sig,,,
KingsolverDiamond,Charmantier et al. ,2008,Science,320(5877):800-803,Parus major,yes,102,number of recruited offspring,laying date,-0.27,0.16,ns,,,
KingsolverDiamond,Charmantier et al. ,2008,Science,320(5877):800-803,Parus major,yes,NA,number of recruited offspring,laying date,-0.27,0.15,ns,,,
KingsolverDiamond,Charmantier et al. ,2008,Science,320(5877):800-803,Parus major,yes,NA,number of recruited offspring,laying date,-0.28,0.1,sig,,,
KingsolverDiamond,Charmantier et al. ,2008,Science,320(5877):800-803,Parus major,yes,NA,number of recruited offspring,laying date,-0.29,0.07,sig,,,
KingsolverDiamond,Charmantier et al. ,2008,Science,320(5877):800-803,Parus major,yes,145,number of recruited offspring,laying date,-0.3,0.1,,,,
KingsolverDiamond,Charmantier et al. ,2008,Science,320(5877):800-803,Parus major,yes,183,number of recruited offspring,laying date,-0.31,0.09,,,,
KingsolverDiamond,Charmantier et al. ,2008,Science,320(5877):800-803,Parus major,yes,NA,number of recruited offspring,laying date,-0.33,0.1,,,,
KingsolverDiamond,Charmantier et al. ,2008,Science,320(5877):800-803,Parus major,yes,85,number of recruited offspring,laying date,-0.35,0.09,,,,
KingsolverDiamond,Charmantier et al. ,2008,Science,320(5877):800-803,Parus major,yes,80,number of recruited offspring,laying date,-0.35,0.18,ns,,,
KingsolverDiamond,Charmantier et al. ,2008,Science,320(5877):800-803,Parus major,yes,93,number of recruited offspring,laying date,-0.35,0.17,sig,,,
KingsolverDiamond,Charmantier et al. ,2008,Science,320(5877):800-803,Parus major,yes,272,number of recruited offspring,laying date,-0.37,0.09,,,,
KingsolverDiamond,Charmantier et al. ,2008,Science,320(5877):800-803,Parus major,yes,NA,number of recruited offspring,laying date,-0.4,0.09,,,,
KingsolverDiamond,Charmantier et al. ,2008,Science,320(5877):800-803,Parus major,yes,NA,number of recruited offspring,laying date,-0.4,0.09,sig,,,
KingsolverDiamond,Charmantier et al. ,2008,Science,320(5877):800-803,Parus major,yes,NA,number of recruited offspring,laying date,-0.4,0.09,,,,
KingsolverDiamond,Charmantier et al. ,2008,Science,320(5877):800-803,Parus major,yes,NA,number of recruited offspring,laying date,-0.44,0.16,sig,,,
KingsolverDiamond,Charmantier et al. ,2008,Science,320(5877):800-803,Parus major,yes,NA,number of recruited offspring,laying date,-0.47,0.14,,,,
KingsolverDiamond,Charmantier et al. ,2008,Science,320(5877):800-803,Parus major,yes,NA,number of recruited offspring,laying date,-0.47,0.11,,,,
KingsolverDiamond,Charmantier et al. ,2008,Science,320(5877):800-803,Parus major,yes,NA,number of recruited offspring,laying date,-0.48,0.14,,,,
KingsolverDiamond,Charmantier et al. ,2008,Science,320(5877):800-803,Parus major,yes,126,number of recruited offspring,laying date,-0.48,0.2,sig,,,
KingsolverDiamond,Charmantier et al. ,2008,Science,320(5877):800-803,Parus major,yes,NA,number of recruited offspring,laying date,-0.49,0.13,,,,
KingsolverDiamond,Charmantier et al. ,2008,Science,320(5877):800-803,Parus major,yes,NA,number of recruited offspring,laying date,-0.53,0.15,,,,
KingsolverDiamond,Charmantier et al. ,2008,Science,320(5877):800-803,Parus major,yes,208,number of recruited offspring,laying date,-0.54,0.12,,,,
KingsolverDiamond,Charmantier et al. ,2008,Science,320(5877):800-803,Parus major,yes,NA,number of recruited offspring,laying date,-0.58,0.16,,,,
KingsolverDiamond,Charmantier et al. ,2008,Science,320(5877):800-803,Parus major,yes,169,number of recruited offspring,laying date,-0.61,0.17,,,,
KingsolverDiamond,Clegg et al. ,2008,Evolution,62(9):2393-2410,Zosterops lateralis chlorocephalus,yes,NA,survival,culw,0.06,0.16,ns,0.15,0.19,
KingsolverDiamond,Clegg et al. ,2008,Evolution,62(9):2393-2410,Zosterops lateralis chlorocephalus,yes,NA,survival,tail,-0.05,0.05,ns,-0.06,0.05,
